NA,s10,s100,s1000,smax,uplift,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,length,h0,popdens,wetland,psig0,psig0coef,psigA,psigB,rsig0,rsigA,rsigB,s10000
Denmark7142,0.196,0.404,0.624,3.624,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.454,0,0,0,16.084614191,95.852111632,0.062972343,8.403046286,16.084614191,0.189746632,11.522049153,1.248168492
Denmark7157,0.124,0.253,0.384,3.384,-0.41,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6.066,0,0,0,29.712138249,275.833777039,0.060598739,13.141398992,29.712138249,0.186769464,18.023763157,0.761786464
Denmark7158,0.113,0.227,0.343,3.343,-0.209,1,1,1,1,1,1.333333333,1.333333333,1.333333333,4.5,4.5,4.5,4.5,0.5,0.5,0.5,589.429,0,0.033,0,1.863540889,12.817970065,0.064886832,9.574820076,1.863540889,0.189974497,13.236391674,0.662152861
Denmark7163,0.118,0.24,0.364,3.364,-0.14,6,1,1,1,1,0,0,0,3.25,3.25,3.25,3.25,0.25,0.25,0.25,575.112,0,0.032,0,36.600107114,232.882362846,0.059911339,9.104476877,36.600107114,0.191019872,12.275113296,0.718046815
Denmark7149,0.114,0.23,0.348,3.348,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2.871,0,0,0,7.7633387,54.833793829,0.061824594,9.946043161,7.7633387,0.18954678,13.564143579,0.676864397
Denmark7164,0.151,0.308,0.471,3.471,-0.14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6.056,0,0,0,0.330247007,1.83845021,0.063150164,7.646602741,0.330247007,0.194274226,10.36793508,0.929229931
Denmark7165,0.15,0.308,0.471,3.471,-0.14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,12.767,0,0,0,0.571499327,4.378797215,0.06357463,10.708174006,0.571499327,0.190716514,14.683975946,0.941341189
Denmark7166,0.122,0.248,0.376,3.376,-0.14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,23.192,0,0,0,4.043097747,25.668861536,0.064320516,8.883471883,4.043097747,0.193951733,12.123965509,0.741104048
Denmark7167,0.12,0.244,0.369,3.369,-0.14,1,1,1,1,1,0,0,0,0,0,0,0,0.5,0.5,0.5,24.193,0,0.033,0,35.285976108,128.189280676,0.0453863,5.693645436,35.285976108,0.195909665,6.954328731,0.728895453
Denmark7168,0.177,0.364,0.56,3.56,-0.14,1,1,1,1,3,2.666666667,2.666666667,2.666666667,2.25,2.25,2.25,2.25,2.5,2.5,2.5,124.162,0.575,0,0,1.930377772,14.962529921,0.062032333,10.926691296,1.930377772,0.185302648,14.970490982,1.118095609
Denmark7169,0.139,0.282,0.429,3.429,-0.14,1,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,177.368,0,0.033,0,27.249387061,125.166469555,0.056526735,6.654969166,27.249387061,0.194112844,8.739256887,0.840441657
Denmark7170,0.125,0.253,0.384,3.384,-0.14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,201,0,0.033,0,172.202350142,1027.140234678,0.062342122,8.422915262,172.202350142,0.193399725,11.372603965,0.749982481
Denmark7171,0.118,0.239,0.361,3.361,-0.131,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,258.931,0,0.033,0,1.941674732,12.463895216,0.062975574,9.001498356,1.941674732,0.197372752,12.075374645,0.708282215
Denmark7176,0.128,0.26,0.395,3.395,-0.135,1,1,1,2,2,6,6,6,5.25,5.25,5.25,5.25,12.5,12.5,12.5,425.883,0.462,0.033,0,20.796715903,132.266103239,0.062492627,8.873468515,20.796715903,0.193173649,12.105011445,0.776361912
Denmark7177,0.192,0.396,0.611,3.611,-0.132,1,1,1,1,1,0,0,0,0,0,0,0,1.5,1.5,1.5,118.029,0,0,0,0.035687499,0.721290201,0.056255537,30.053608113,0.035687499,0.164829137,41.837493518,1.224509433
Denmark7178,0.154,0.314,0.48,3.48,-0.12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.056,0,0,0,0.041979287,0.72226298,0.055072118,25.636113997,0.041979287,0.168954376,34.897960348,0.9465156
Denmark7179,0.157,0.322,0.494,3.494,-0.12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6.306,0,0,0,0.044971475,0.72271736,0.057499971,23.708358486,0.044971475,0.167541877,32.938174061,0.982973126
Denmark7180,0.185,0.381,0.587,3.587,-0.12,1,3,4,5,7,2.333333333,2.333333333,2.333333333,0.75,0.75,0.75,0.75,3.5,3.5,3.5,35.444,0.666,0.033,0,0.050416419,0.723534962,0.059023853,20.870368277,0.050416419,0.175809827,28.477036237,1.174169013
Denmark7181,0.209,0.431,0.665,3.665,-0.125,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,25.603,0,0,0,0.062199851,0.725237427,0.059659084,16.612319101,0.062199851,0.185661444,22.743259639,1.332357039
Denmark7182,0.136,0.276,0.421,3.421,-0.121,73,9,5,6,7,7.666666667,7.666666667,7.666666667,12.5,12.5,12.5,12.5,16,16,16,282.242,0.57,0.033,0,0.055424085,0.724604715,0.05367029,19.090143005,0.055424085,0.177086298,25.609233371,0.823798555
Denmark8252,0.173,0.357,0.548,3.548,-0.13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,37.866,0,0,0,0.051240376,0.723990792,0.055487036,20.515252014,0.051240376,0.17497393,27.936232939,1.103149863
Denmark8253,0.162,0.333,0.511,3.511,-0.14,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,12.11,0,0.033,0,0.061201606,0.725102993,0.058492,17.125862635,0.061201606,0.178494687,23.263312896,1.021088952
Denmark8254,0.181,0.372,0.572,3.572,-0.122,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0.046180644,0.723410911,0.060056245,22.256486942,0.046180644,0.174983499,30.685253224,1.14111047
Denmark8292,0.264,0.55,0.854,3.854,-0.12,1,1,1,1,1,0,0,0,2.25,2.25,2.25,2.25,2,2,2,249.207,0,0,0,0.804491738,16.595190981,0.059804499,30.468275833,0.804491738,0.168386021,42.33465566,1.738087621
Denmark7183,0.395,0.827,1.292,4.292,-0.12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8.202,0,0,0,0.034091499,0.721300886,0.059900868,31.790755684,0.034091499,0.172223622,43.448421012,2.644218048
Denmark7184,0.154,0.315,0.482,3.482,-0.12,137,16,27,11,12,16,16,16,14,14,14,14,11.5,11.5,11.5,132.365,0.62,0.033,0,0.526695817,12.606885381,0.055117102,36.697704527,0.526695817,0.158362366,50.921155875,0.95574651
Denmark7185,0.122,0.246,0.373,3.373,-0.12,7,3,5,3,2,1.333333333,1.333333333,1.333333333,0.75,0.75,0.75,0.75,0.75,0.75,0.75,28.516,0.48,0,0,0.607573611,14.408762552,0.057094711,35.809945044,0.607573611,0.163039003,49.937815705,0.723665173
Denmark7186,0.124,0.25,0.379,3.379,-0.12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.986,0,0,0,0.212111488,3.97254697,0.0585865,27.54999735,0.212111488,0.17104607,38.019127534,0.735202213
Denmark7187,0.238,0.494,0.765,3.765,-0.11,2125,31,62,84,45,85.333333333,85.333333333,85.333333333,63.5,63.5,63.5,63.5,78,78,78,374.315,0.845,0,0,10.209656976,198.930427898,0.05584815,29.548407701,10.209656976,0.163957177,40.636377575,1.54848116
Denmark8316,0.152,0.31,0.475,3.475,-0.12,1,1,1,2,11,4,4,4,7.25,7.25,7.25,7.25,8.25,8.25,8.25,63.939,0.575,0.033,0,61.360144705,731.384309707,0.06147107,17.229273385,61.360144705,0.180654517,23.606887843,0.935645314
Denmark8317,0.176,0.361,0.555,3.555,-0.12,1,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,1.25,1.25,1.25,31.492,0,0,0,0.041222795,0.722532991,0.054348272,25.953909673,0.041222795,0.168891467,35.31575039,1.102989349
Denmark8318,0.144,0.293,0.448,3.448,-0.12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,34.406,0,0.033,0,1.350668138,20.258128336,0.061184259,21.704971325,1.350668138,0.177669325,29.721709978,0.879703442
Denmark8319,0.162,0.331,0.508,3.508,-0.12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.782,0,0,0,104.803859343,1175.500547668,0.060328155,16.072703615,104.803859343,0.181386833,22.09446437,1.003139247
Denmark8320,0.174,0.357,0.549,3.549,-0.12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,19.485,0,0.033,0,70.782522842,783.242969553,0.060713389,15.879446683,70.782522842,0.176775992,21.963055357,1.091476207
Denmark8328,0.186,0.382,0.589,3.589,-0.12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,66.68,0,0,0,20.386348935,246.909105979,0.060931955,17.396693786,20.386348935,0.180160323,23.950107981,1.171196355
Denmark8329,0.369,0.771,1.204,4.204,-0.12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3.793,0,0,0,33.577898271,422.789755769,0.062349083,18.102647132,33.577898271,0.175029809,25.457358084,2.455049367
Denmark8330,0.201,0.414,0.639,3.639,-0.12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8.807,0,0,0,0.266331534,3.620895359,0.05859546,19.547295529,0.266331534,0.174773212,27.048884427,1.276924585
Denmark8331,0.149,0.304,0.465,3.465,-0.12,1,1,1,1,1,1,1,1,0.75,0.75,0.75,0.75,1,1,1,69.709,0.506,0.033,0,1.299196834,15.229084703,0.062513381,16.802158755,1.299196834,0.181911227,23.341339789,0.917706839
Denmark8332,0.358,0.747,1.167,4.167,-0.12,1,1,2,3,4,5,5,5,4,4,4,4,2.75,2.75,2.75,64.089,1.062,0,0,0.512277384,7.596789005,0.059144607,21.467093212,0.512277384,0.176804895,29.484215109,2.372608294
Denmark7188,0.13,0.263,0.399,3.399,-0.094,498,21,23,28,7,5,5,5,3.5,3.5,3.5,3.5,4.5,4.5,4.5,124.275,0.518,0.033,0,0.339995981,6.139013206,0.057749705,26.715961571,0.339995981,0.168715309,36.751245668,0.778818214
Denmark7189,0.135,0.273,0.416,3.416,-0.1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.829,0,0,0,3.090257666,36.259609354,0.062289371,16.865935634,3.090257666,0.184513963,23.257165531,0.808953345
Denmark7190,0.132,0.268,0.407,3.407,-0.1,1,1,1,1,1,1.666666667,1.666666667,1.666666667,3,3,3,3,4.5,4.5,4.5,32.444,0,0,0,60.129433873,625.625601398,0.061782588,14.78698345,60.129433873,0.183680059,20.286970951,0.7994228
Denmark7191,0.136,0.277,0.421,3.421,-0.1,32,2,9,2,1,1,1,1,0.25,0.25,0.25,0.25,0,0,0,9.07,0.55,0,0,1.287390981,17.381162551,0.061035077,19.475521529,1.287390981,0.177409119,26.944492023,0.831613857
Denmark6839,0.111,0.224,0.338,3.338,-2.075,39,4,1,3,2,3,3,3,3.75,3.75,3.75,3.75,4.75,4.75,4.75,277.688,0.409,0.033,0,40.372663201,710.152579333,0.059082709,25.940099249,40.372663201,0.167163947,36.115363188,0.658896674
Denmark6982,0.108,0.218,0.329,3.329,-1.744,12,1,4,7,4,0.666666667,0.666666667,0.666666667,0.75,0.75,0.75,0.75,2.75,2.75,2.75,278.181,0.412,0.033,0,0.845502828,12.302186696,0.059778901,21.055350587,0.845502828,0.175786357,29.065425476,0.641592146
Denmark7033,0.116,0.236,0.358,3.358,-1.726,7,9,1,1,6,1.333333333,1.333333333,1.333333333,2.75,2.75,2.75,2.75,7.75,7.75,7.75,700.523,0,0.033,0,3.577119359,38.129790379,0.060047591,15.369195542,3.577119359,0.17857227,21.242718846,0.70651878
Denmark7048,0.114,0.232,0.351,3.351,-2.087,152,2,2,6,7,5.666666667,5.666666667,5.666666667,8.25,8.25,8.25,8.25,3.75,3.75,3.75,431.205,0.402,0.033,0,0.179596801,1.816567465,0.06106715,14.460180325,0.179596801,0.182577134,19.794349585,0.694310211
Denmark7049,0.116,0.235,0.357,3.357,-2.09,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,13.967,0,0,0,3.393245219,27.764465941,0.06197293,11.698309012,3.393245219,0.1846338,16.026450792,0.698082814
Denmark7050,0.115,0.233,0.353,3.353,-1.747,241,33,42,26,19,21.333333333,21.333333333,21.333333333,20.25,20.25,20.25,20.25,13,13,13,1159.576,0.549,0.033,0,0.995275036,4.433578536,0.052166569,6.581690443,0.995275036,0.19561858,8.475735404,0.691654201
Denmark7052,0.111,0.224,0.338,3.338,-1.665,711,112,78,63,61,69,69,69,54.5,54.5,54.5,54.5,47,47,47,2025.106,0.542,0.033,0,8.12526345,71.842859579,0.059680567,12.723642289,8.12526345,0.181489356,17.399617526,0.658896639
Denmark7287,0.123,0.249,0.379,3.379,-1.6,3,1,1,1,5,0,0,0,0.25,0.25,0.25,0.25,1,1,1,68.322,0,0.033,0,33.956427789,574.682496894,0.059556016,24.958398365,33.956427789,0.169315979,34.72762621,0.739102428
Denmark7296,0.124,0.25,0.38,3.38,-1.611,8,3,1,1,2,0,0,0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,129.331,0.451,0.033,0,0.904132282,10.158094715,0.063807059,15.957011236,0.904132282,0.186981204,22.064331161,0.735847912
Denmark7034,0.115,0.233,0.353,3.353,-1.895,1,2,4,1,1,0.333333333,0.333333333,0.333333333,1,1,1,1,1.25,1.25,1.25,110.535,0,0,0,1.253884965,14.868895831,0.058692376,17.157079563,1.253884965,0.180254603,23.440440433,0.691654127
Denmark7036,0.13,0.266,0.406,3.406,-1.948,272,72,66,53,54,24.666666667,24.666666667,24.666666667,22.25,22.25,22.25,22.25,26.25,26.25,26.25,58.618,0,0,0,4.82359405,53.699231977,0.062541256,15.959706644,4.82359405,0.185947724,22.022450997,0.806929433
Denmark7051,0.13,0.266,0.405,3.405,-1.69,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.776,0,0,0,17.296565381,229.978807344,0.061162519,19.202387589,17.296565381,0.177801585,26.461042839,0.806252382
Denmark7059,0.119,0.241,0.365,3.365,-1.622,119,19,18,25,5,9.666666667,9.666666667,9.666666667,7.25,7.25,7.25,7.25,7.75,7.75,7.75,367.36,0.561,0.033,0,1.487430979,19.559813923,0.060490134,18.952505225,1.487430979,0.178904737,26.056824661,0.714720343
Denmark7060,0.112,0.225,0.34,3.34,-1.62,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,18.603,0,0,0,0.055957868,0.724346793,0.05929841,18.802222642,0.055957868,0.179342438,25.822256152,0.656383329
Denmark7061,0.112,0.226,0.341,3.341,-1.626,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,79.015,0,0.033,0,2.331465968,32.220520261,0.061269208,19.939747876,2.331465968,0.177542753,27.491339192,0.664665382
Denmark7062,0.113,0.23,0.348,3.348,-1.623,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,23.195,0,0,0,0.049437881,0.723654154,0.054846741,21.383793481,0.049437881,0.173523494,29.087621967,0.688545884
Denmark7063,0.111,0.224,0.338,3.338,-1.536,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,153.463,0,0.033,0,0.063742066,0.725463841,0.058916301,16.38693914,0.063742066,0.176306069,22.686274354,0.658896677
Denmark7064,0.116,0.234,0.354,3.354,-1.57,1,1,1,1,1,1.666666667,1.666666667,1.666666667,0,0,0,0,0,0,0,8.948,0,0,0,6.796287725,111.427469338,0.059499904,24.198100529,6.796287725,0.17288084,33.159445746,0.688401531
Denmark7065,0.115,0.232,0.351,3.351,-1.57,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,31.127,0,0.033,0,6.53804541,90.867161593,0.058766473,20.404813331,6.53804541,0.177004537,27.661030459,0.682632726
Denmark7066,0.117,0.238,0.361,3.361,-1.57,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,20.775,0,0,0,14.720859212,241.660867447,0.057131219,24.464228278,14.720859212,0.173096852,33.070211632,0.712282749
Denmark7067,0.114,0.23,0.349,3.349,-1.57,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,36.04,0,0.033,0,5.346349515,86.412820773,0.058915349,23.962281154,5.346349515,0.17013627,32.992293548,0.677518057
Denmark7068,0.113,0.228,0.345,3.345,-1.57,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4.708,0,0,0,1.365956147,26.04353388,0.057498872,28.501990672,1.365956147,0.168757778,38.859117754,0.671096639
Denmark7069,0.114,0.231,0.349,3.349,-1.51,42,4,2,10,3,1,1,1,2.75,2.75,2.75,2.75,2.25,2.25,2.25,98.91,0.498,0.033,0,14.545970868,177.979229931,0.060102481,17.662690381,14.545970868,0.177194121,24.388004905,0.685215875
Denmark7070,0.11,0.22,0.332,3.332,-1.47,8,3,1,1,1,0,0,0,0,0,0,0,0,0,0,13.926,0.384,0,0,13.916416489,223.419897623,0.058289552,23.938140604,13.916416489,0.17307175,32.483511963,0.635979702
Denmark7071,0.113,0.227,0.344,3.344,-1.47,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,18.568,0,0.033,0,27.924629909,480.354135356,0.058176227,25.492080425,27.924629909,0.168459425,35.26214188,0.662796804
Denmark7072,0.123,0.249,0.379,3.379,-1.475,65,6,3,6,2,1.333333333,1.333333333,1.333333333,1.25,1.25,1.25,1.25,1,1,1,78.92,0,0,0,4.447797473,65.489757375,0.060810255,21.479177935,4.447797473,0.177275025,29.232339102,0.739102448
Denmark7073,0.127,0.259,0.394,3.394,-1.47,3,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0,0,0,3.897,0,0,0,5.222526787,96.411985548,0.058380299,27.617718648,5.222526787,0.16725078,38.056957538,0.779750306
Denmark7074,0.129,0.263,0.401,3.401,-1.47,9,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0,0,0,4.825,0,0,0,4.535530177,64.427746339,0.05911988,20.89165674,4.535530177,0.175703565,28.409989918,0.791944196
Denmark7075,0.165,0.341,0.525,3.525,-1.47,15,1,1,1,1,0.666666667,0.666666667,0.666666667,0.5,0.5,0.5,0.5,0,0,0,3.192,0.504,0,0,18.610718422,277.459926924,0.058534289,21.988926062,18.610718422,0.175020875,29.827485547,1.057840488
Denmark7076,0.137,0.28,0.428,3.428,-1.47,3,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0,0,0,4.811,0,0,0,0.102894935,1.806429098,0.058950397,25.626534017,0.102894935,0.171730889,35.027380042,0.847915788
Denmark7077,0.123,0.251,0.381,3.381,-1.47,13,1,1,1,1,0.333333333,0.333333333,0.333333333,0.25,0.25,0.25,0.25,0.5,0.5,0.5,19.146,0.414,0.033,0,44.750810652,573.893188494,0.060909594,18.366726064,44.750810652,0.180178387,25.300497236,0.756024701
Denmark7078,0.118,0.238,0.361,3.361,-1.488,6,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,43.7,0,0,0,29.07183059,340.248722279,0.061234353,16.765991132,29.07183059,0.180688414,23.0645149,0.700591819
Denmark7079,0.123,0.251,0.382,3.382,-1.491,38,16,18,1,4,1,1,1,0.25,0.25,0.25,0.25,0.5,0.5,0.5,62.388,0.524,0.033,0,18.173137814,194.582686252,0.063575966,15.24817413,18.173137814,0.182214917,21.269068509,0.756702738
Denmark8541,0.156,0.32,0.49,3.49,0.472,32,5,2,4,1,1.666666667,1.666666667,1.666666667,1.5,1.5,1.5,1.5,1.75,1.75,1.75,102.265,1.267,31.962,0,0.997497523,13.042496808,0.061049694,18.73270168,0.997497523,0.178655254,25.817190871,0.976550912
Denmark8545,0.148,0.302,0.461,3.461,0.594,54,7,4,10,7,5,5,5,3.25,3.25,3.25,3.25,2.75,2.75,2.75,155.428,1.483,31.962,0,28.29069384,436.961030251,0.058828294,22.912939145,28.29069384,0.173328783,31.275744568,0.911285084
Denmark8546,0.158,0.323,0.495,3.495,0.485,66,5,9,4,6,4.333333333,4.333333333,4.333333333,5,5,5,5,4,4,4,130.265,1.425,31.962,0,4.43170425,58.315196246,0.061030402,18.90720582,4.43170425,0.179138116,26.057863281,0.979445468
Denmark8548,0.16,0.328,0.503,3.503,0.613,24,4,2,2,4,2.333333333,2.333333333,2.333333333,2.5,2.5,2.5,2.5,0.75,0.75,0.75,81.359,1.274,31.962,0,11.482327409,117.360781687,0.060734454,14.660822179,11.482327409,0.178636061,20.240729729,1.000244512
Denmark8551,0.213,0.441,0.681,3.681,0.332,25,3,3,1,2,2.333333333,2.333333333,2.333333333,2.25,2.25,2.25,2.25,2.25,2.25,2.25,96.958,1.312,31.962,0,1.041649246,13.404782224,0.058894138,18.578902173,1.041649246,0.179489597,25.50384814,1.374292435
Denmark8553,0.178,0.366,0.563,3.563,0.35,34,2,7,4,4,3.666666667,3.666666667,3.666666667,3.25,3.25,3.25,3.25,3.5,3.5,3.5,72.399,1.109,31.962,0,49.951011339,447.098118586,0.059450052,12.949428053,49.951011339,0.186518836,17.484497534,1.123848272
Iceland8269,0.141,0.287,0.437,3.437,-0.083,174,77,60,75,82,62.333333333,62.333333333,62.333333333,52.75,52.75,52.75,52.75,61,61,61,438.748,0.802,2.219,2.325,12.756585991,146.938696034,0.068261095,16.683135161,12.756585991,0.191493735,23.241036362,0.861098213
Iceland8270,0.129,0.263,0.4,3.4,-0.18,172,64,66,62,84,77.666666667,77.666666667,77.666666667,104.75,104.75,104.75,104.75,109.75,109.75,109.75,826.25,0.818,4.036,660,2.161393896,26.814447407,0.061916991,17.906188217,2.161393896,0.18255334,24.704809903,0.791274436
Iceland8271,0.123,0.249,0.377,3.377,-0.213,512,89,76,61,50,49.666666667,49.666666667,49.666666667,59.75,59.75,59.75,59.75,70.75,70.75,70.75,783.866,0.676,1.497,0,0.636509325,6.546400961,0.063087854,14.510194264,0.636509325,0.185564024,19.99826032,0.737786786
Iceland8256,0.149,0.305,0.467,3.467,0.019,299,135,97,104,89,98,98,98,106.5,106.5,106.5,106.5,123.25,123.25,123.25,926.305,1.134,1.699,1.3725,0.52389438,5.454824043,0.062577195,14.73816549,0.52389438,0.182755867,20.327802025,0.926951878
Iceland8267,0.131,0.266,0.405,3.405,-0.039,308,76,73,58,55,50.666666667,50.666666667,50.666666667,41.25,41.25,41.25,41.25,42.75,42.75,42.75,1991.695,0.862,1.394,87.15,0.517242031,5.446838595,0.062361527,14.927714041,0.517242031,0.184965871,20.516926493,0.794318841
Iceland8266,0.215,0.446,0.69,3.69,-0.173,248,322,96,103,102,101.666666667,101.666666667,101.666666667,92.75,92.75,92.75,92.75,103.5,103.5,103.5,202.204,0.825,0.169,0,0.159243813,1.457229426,0.060707482,12.926724981,0.159243813,0.191496811,17.150416885,1.395980185
Iceland8268,0.145,0.297,0.454,3.454,-0.222,277,100,58,71,73,54.333333333,54.333333333,54.333333333,58,58,58,58,70.75,70.75,70.75,433.223,0.751,0.788,0,1.45456385,10.602324061,0.063795825,10.208729333,1.45456385,0.192010023,13.783556569,0.903251028
Iceland8255,0.149,0.304,0.464,3.464,0.067,4,3,1,8,6,6.666666667,6.666666667,6.666666667,4.75,4.75,4.75,4.75,5.75,5.75,5.75,76.113,0.939,3.049,0,4.261264044,29.274529875,0.061188809,9.758187803,4.261264044,0.192662331,13.011856499,0.917045922
Iceland8257,0.26,0.543,0.843,3.843,0.1,7,2,4,6,3,1,1,1,1.25,1.25,1.25,1.25,0.5,0.5,0.5,17.718,2.377,886.58,0.06,37.107548129,410.193699403,0.060324006,15.914661168,37.107548129,0.181121156,21.836459426,1.724150466
Iceland8258,0.231,0.479,0.742,3.742,0.1,1,1,1,1,1,0.666666667,0.666666667,0.666666667,0,0,0,0,0.5,0.5,0.5,2.18,0,277.169,0,39.997093871,403.028276884,0.062931075,14.369671981,39.997093871,0.182189563,19.79996075,1.498735329
Iceland8259,0.136,0.277,0.423,3.423,0.04,1,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0.5,0.5,0.5,14.276,0,0.563,0,13.246285026,160.240933778,0.060052416,17.54365077,13.246285026,0.173612717,24.354191773,0.83294267
Iceland8260,0.185,0.381,0.586,3.586,0.111,24,24,19,30,24,18,18,18,21,21,21,21,20,20,20,198.738,1.645,40.238,0.003,4.669430153,55.1289477,0.059500049,17.117180538,4.669430153,0.180062706,23.368428056,1.173504422
Iceland8265,0.179,0.369,0.567,3.567,-0.032,338,260,233,214,195,169.666666667,169.666666667,169.666666667,132.25,132.25,132.25,132.25,132.75,132.75,132.75,510.383,1.092,3.717,0.405,26.495627521,301.735229169,0.062209049,16.344633673,26.495627521,0.18236624,22.211734326,1.138327249
Iceland8261,0.247,0.515,0.8,3.8,0.07,1,1,2,1,1,0.666666667,0.666666667,0.666666667,1.25,1.25,1.25,1.25,1,1,1,10.358,2.24,406.473,0,13.008476308,167.425183972,0.059850365,18.753600581,13.008476308,0.181094971,25.250779032,1.630293738
Iceland8262,0.298,0.624,0.971,3.971,0.07,4,3,2,2,1,1,1,1,0.5,0.5,0.5,0.5,0.25,0.25,0.25,5.039,2.632,1376.24,0,1.519278145,21.718484149,0.056264375,21.258845303,1.519278145,0.180012395,28.09135485,1.993091662
Iceland8263,0.195,0.404,0.623,3.623,0.07,1,3,3,1,1,4.333333333,4.333333333,4.333333333,2.5,2.5,2.5,2.5,2.5,2.5,2.5,24.172,1.886,944.464,0,11.038210716,143.484803813,0.056033985,19.361208928,11.038210716,0.177195152,25.871499708,1.26003657
Iceland8264,0.132,0.268,0.407,3.407,0.07,17,5,6,3,3,5.333333333,5.333333333,5.333333333,4.5,4.5,4.5,4.5,3.5,3.5,3.5,74.508,1.025,27.381,0,0.280979732,4.340427574,0.060326738,22.390182528,0.280979732,0.173487289,30.807420406,0.799422196
Norway8946,0.127,0.259,0.395,3.395,-0.964,1881,107,75,118,139,84.666666667,84.666666667,84.666666667,126.75,126.75,126.75,126.75,117,117,117,2737.206,0.595,0.16,0,0.855261895,13.381546574,0.059406957,23.021219221,0.855261895,0.176512474,31.211243833,0.780419923
Norway9090,0.211,0.443,0.686,3.686,-1.333,158,1,1,1,1,0.333333333,0.333333333,0.333333333,1,1,1,1,0.25,0.25,0.25,146.362,0,0,0,25.988534499,263.495849122,0.062272155,14.366177582,25.988534499,0.184755446,19.751813654,1.41999938
Norway9109,0.15,0.309,0.473,3.473,-1.4,26,1,1,1,1,0.333333333,0.333333333,0.333333333,0,0,0,0,1.5,1.5,1.5,64.164,0,0,0,13.430535934,164.982311793,0.057058202,18.029358847,13.430535934,0.181524109,24.047315636,0.950700084
Norway9183,0.138,0.284,0.433,3.433,-1.471,1098,86,50,69,71,54.333333333,54.333333333,54.333333333,52.25,52.25,52.25,52.25,60.75,60.75,60.75,2119.861,0,0,0,16.754102337,208.842989707,0.060932207,18.079490047,16.754102337,0.179031166,24.768331703,0.87091577
Norway9130,0.182,0.377,0.582,3.582,-1.41,99,3,1,1,3,1.333333333,1.333333333,1.333333333,0.75,0.75,0.75,0.75,0.75,0.75,0.75,114.133,0,0,0,4.044237966,49.671771369,0.059813981,17.865421084,4.044237966,0.178743834,24.347090926,1.175849724
Norway9135,0.147,0.301,0.462,3.462,-1.429,38,1,1,1,1,0,0,0,0,0,0,0,0,0,0,76.888,0,0,0,5.672483308,83.948285268,0.059459557,21.851816047,5.672483308,0.173251115,29.936449325,0.916095127
