NA,s10,s100,s1000,smax,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,area11,area12,area13,area14,area15,length,popdens,wetland,psig0,psig0coef,psigA,psigB,rsig0,rsigA,rsigB
Philippines10713,0.174,0.36,0.555,3.555,13,1,1,1,2,0,0,0,0.25,0.25,0.25,0.25,1,1,1,7.609,176.578,23.1,0.073831529,0.726844382,0.061394222,13.79444239,0.073831529,0.177993196,19.40956915
Philippines10714,0.172,0.355,0.546,3.546,21,1,1,1,3,1,1,1,1.75,1.75,1.75,1.75,2,2,2,18.401,267.794,0,0.077474545,0.727340628,0.063088238,13.10282373,0.077474545,0.187709041,18.12929224
Philippines10715,0.135,0.276,0.421,3.421,3,1,1,1,1,0.333333333,0.333333333,0.333333333,0.75,0.75,0.75,0.75,0,0,0,8.393,224.626,0,0.082065875,0.727966017,0.06272157,12.3982851,0.082065875,0.184156481,17.20234454
Philippines10716,0.114,0.23,0.348,3.348,76,25,8,15,12,12.66666667,12.66666667,12.66666667,9.5,9.5,9.5,9.5,6,6,6,127.159,160.108,12.5,0.082655343,0.728046002,0.062719433,12.23892193,0.082655343,0.18462506,17.04627034
Philippines10717,0.112,0.226,0.341,3.341,30,7,2,1,1,1.333333333,1.333333333,1.333333333,1.5,1.5,1.5,1.5,1.25,1.25,1.25,27.296,270.936,0,0.082655734,0.728045995,0.062717907,12.23891916,0.082655734,0.184624185,17.04619014
Philippines10718,0.137,0.282,0.43,3.43,23,2,2,1,1,1.666666667,1.666666667,1.666666667,2,2,2,2,2.25,2.25,2.25,20.149,234.861,0,0.08293644,0.728082425,0.06329236,12.20286013,0.08293644,0.185039452,16.95565548
Philippines10719,0.158,0.325,0.498,3.498,17,16,25,12,9,4.666666667,4.666666667,4.666666667,3.5,3.5,3.5,3.5,2.5,2.5,2.5,10.726,522.724,0,0.783324413,7.994992423,0.063558834,14.14305715,0.783324413,0.186415513,19.59444593
Philippines10720,0.207,0.432,0.668,3.668,2,1,4,5,3,2.666666667,2.666666667,2.666666667,3,3,3,3,2.25,2.25,2.25,5.629,1605.26,0,0.38849274,4.714279642,0.061979601,16.99804058,0.38849274,0.183301116,23.40053748
Philippines10721,0.202,0.421,0.652,3.652,56,15,31,13,14,4,4,4,6.25,6.25,6.25,6.25,2.75,2.75,2.75,25.152,406.487,12,0.165877575,2.53263479,0.059597722,22.16181648,0.165877575,0.178617397,29.80079593
Philippines10722,0.189,0.393,0.606,3.606,21,4,9,5,3,4.333333333,4.333333333,4.333333333,2.75,2.75,2.75,2.75,2.5,2.5,2.5,13.216,3035.39,0.642,0.372256214,6.146663942,0.062172834,23.61278975,0.372256214,0.174256645,33.10211903
Philippines10723,0.357,0.758,1.187,4.187,13,17,16,21,16,14,14,14,4.75,4.75,4.75,4.75,3,3,3,18.282,777.365,2.774,0.19267982,3.608658835,0.057908447,27.71766573,0.19267982,0.172670719,37.63716401
Philippines10724,0.241,0.506,0.787,3.787,26,7,9,4,6,8.333333333,8.333333333,8.333333333,5.25,5.25,5.25,5.25,4.25,4.25,4.25,17.924,322.283,0,16.74646001,165.0449436,0.061222205,14.07397625,16.74646001,0.17930133,19.46408565
Philippines10725,0.142,0.291,0.444,3.444,3,1,1,1,2,2.333333333,2.333333333,2.333333333,1,1,1,1,1.75,1.75,1.75,15.781,312.237,0,65.33859401,945.8201374,0.060212739,21.00093853,65.33859401,0.171617781,29.31659775
Philippines10726,0.165,0.342,0.525,3.525,7,1,1,1,1,0.333333333,0.333333333,0.333333333,0.25,0.25,0.25,0.25,0.25,0.25,0.25,15.829,218.026,0,0.552920962,9.393266912,0.060946483,24.52507338,0.552920962,0.174189292,33.94692624
Philippines10727,0.109,0.22,0.332,3.332,8,4,1,4,1,2.333333333,2.333333333,2.333333333,2,2,2,2,0.75,0.75,0.75,17.979,216.934,0,3.111403323,44.8674731,0.062324034,20.59662344,3.111403323,0.178009216,28.56399282
Philippines10728,0.106,0.214,0.323,3.323,9,2,4,3,4,2.666666667,2.666666667,2.666666667,1.5,1.5,1.5,1.5,1.5,1.5,1.5,9.726,560.608,0,2.162784333,21.46921515,0.064044698,13.96357293,2.162784333,0.184985993,19.35481405
Philippines10729,0.107,0.215,0.323,3.323,5,5,2,2,1,1,1,1,0.5,0.5,0.5,0.5,4.75,4.75,4.75,8.929,1076.68,1.715,0.049391071,0.723592834,0.057765741,21.09871061,0.049391071,0.17552133,28.90090677
Philippines10730,0.108,0.217,0.327,3.327,1,2,1,3,3,0.666666667,0.666666667,0.666666667,0.25,0.25,0.25,0.25,1.25,1.25,1.25,5.686,569.797,0,0.049389323,0.72359148,0.057745333,21.10251303,0.049389323,0.175504103,28.90394501
Philippines10731,0.112,0.226,0.341,3.341,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1.428,183.813,0,0.049015738,0.723538654,0.057326892,21.19805475,0.049015738,0.176663357,28.93790804
Philippines10732,0.131,0.267,0.407,3.407,1,2,5,4,8,4.666666667,4.666666667,4.666666667,4,4,4,4,2.75,2.75,2.75,30.465,525.141,0,0.067143514,0.725956146,0.060554697,15.3786431,0.067143514,0.183409632,21.04044852
Philippines10733,0.152,0.313,0.479,3.479,1,1,2,1,3,3.666666667,3.666666667,3.666666667,2.5,2.5,2.5,2.5,2.25,2.25,2.25,10.516,3392.1,0,0.067145656,0.725956756,0.06057182,15.37638585,0.067145656,0.183427265,21.03849244
Philippines10734,0.108,0.218,0.329,3.329,13,2,1,3,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1,34.789,299.654,0,0.067147518,0.725956615,0.060560109,15.37636229,0.067147518,0.183426086,21.0374763
Philippines10735,0.108,0.219,0.33,3.33,1,1,1,1,1,0,0,0,0.5,0.5,0.5,0.5,0,0,0,8.316,372.527,0,0.074068019,0.726954054,0.063343341,13.64531652,0.074068019,0.186214369,18.7055954
Philippines10736,0.127,0.258,0.393,3.393,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,25.284,186.117,0,0.08602982,0.729559452,0.060472728,11.84392448,0.08602982,0.189176127,15.79768867
Philippines10747,0.118,0.238,0.36,3.36,95,2,1,1,2,2.333333333,2.333333333,2.333333333,1,1,1,1,1.5,1.5,1.5,35.917,128.597,84,0.051024106,0.723630519,0.060362983,20.44071027,0.051024106,0.179854259,28.16815245
Philippines10748,0.12,0.243,0.368,3.368,1,1,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.25,0.043,84.068,0,0.051024378,0.723630602,0.060362045,20.44060821,0.051024378,0.179855383,28.16789348
Philippines10749,0.123,0.249,0.378,3.378,4,1,1,1,1,0.666666667,0.666666667,0.666666667,0.25,0.25,0.25,0.25,0.5,0.5,0.5,6.024,1211.56,0,0.051023768,0.723630414,0.060364151,20.44077699,0.051023768,0.179853433,28.1683829
Philippines10750,0.124,0.254,0.385,3.385,1,1,1,1,1,0,0,0,0.25,0.25,0.25,0.25,0,0,0,1.054,496.589,0,0.135405181,0.735476907,0.053282929,7.793657769,0.135405181,0.192845179,10.17133967
Philippines10751,0.141,0.288,0.44,3.44,28,5,6,6,8,3.666666667,3.666666667,3.666666667,3.75,3.75,3.75,3.75,2.5,2.5,2.5,30.261,399.459,0,0.128933106,0.734727784,0.053176371,8.154612653,0.128933106,0.191742882,10.67792495
Philippines10752,0.142,0.29,0.443,3.443,19,4,1,1,3,0.666666667,0.666666667,0.666666667,1.75,1.75,1.75,1.75,3,3,3,27.552,131.861,0,0.120714929,0.734950331,0.057190708,8.540413914,0.120714929,0.185004907,11.57187812
Philippines10754,0.111,0.224,0.338,3.338,6,1,1,1,1,0.666666667,0.666666667,0.666666667,0.25,0.25,0.25,0.25,0.5,0.5,0.5,16.211,259.489,0.9,0.12106669,0.737801282,0.056840307,8.540201247,0.12106669,0.189158659,11.43278643
Philippines10758,0.141,0.29,0.442,3.442,41,9,7,4,10,6.333333333,6.333333333,6.333333333,7.5,7.5,7.5,7.5,6.75,6.75,6.75,33.104,187.937,3.721,0.121069731,0.73785033,0.056831501,8.539821579,0.121069731,0.189152277,11.43187251
Philippines10759,0.216,0.452,0.7,3.7,50,16,12,10,5,10,10,10,7.5,7.5,7.5,7.5,10,10,10,22.791,466.95,0,0.117194116,0.733458411,0.057005726,8.800985067,0.117194116,0.189937712,11.76174436
Philippines10760,0.128,0.26,0.396,3.396,6,3,6,1,6,5,5,5,10,10,10,10,3,3,3,9.994,1612.51,0,0.123587679,0.735485048,0.055616021,8.415934755,0.123587679,0.189700578,11.17781792
Philippines10761,0.185,0.383,0.591,3.591,50,12,15,9,10,6,6,6,4.5,4.5,4.5,4.5,4,4,4,16.792,715.433,0,0.083591349,0.728371143,0.072268641,12.07561908,0.083591349,0.205386132,16.42066098
Philippines10762,0.278,0.586,0.913,3.913,12,3,1,6,3,1.666666667,1.666666667,1.666666667,2.25,2.25,2.25,2.25,2,2,2,11.915,2297.52,0,0.083589832,0.728370524,0.07224937,12.07707794,0.083589832,0.205369686,16.42176022
Philippines10763,0.19,0.395,0.61,3.61,81,23,36,25,19,14.66666667,14.66666667,14.66666667,10.75,10.75,10.75,10.75,6.25,6.25,6.25,47.567,353.425,0,0.083218187,0.728310777,0.067608418,12.33135209,0.083218187,0.205158564,16.49789579
